"source" "target" "weight" "type"
countri speed 0.2679 undirected
countri shop 0.0111 undirected
countri medicar 0.0607 undirected
countri rank 0.1472 undirected
countri util 0.1226 undirected
countri rate 0.3955 undirected
countri samsung 0.0027 undirected
countri photograph 0.0097 undirected
countri administr 0.0987 undirected
countri network 0.0768 undirected
countri servic 0.1275 undirected
countri uniqu 0.1242 undirected
countri android 0.0327 undirected
countri mortgag 0.0208 undirected
countri equifax 0.0637 undirected
countri bureau 0.0169 undirected
countri person 0.0422 undirected
countri internet 0.0068 undirected
countri ident 0.1357 undirected
countri credit 0.0738 undirected
credit employ 0.4969 undirected
custom googl 0.0372 undirected
custom type 0.1135 undirected
custom owner 0.1030 undirected
custom laptop 0.0844 undirected
custom color 0.0045 undirected
custom attach 0.2259 undirected
custom number 0.0977 undirected
custom employe 0.0918 undirected
custom profil 0.0156 undirected
custom photo 0.3685 undirected
custom publish 0.0723 undirected
custom linkedin 0.2139 undirected
custom transact 0.2155 undirected
custom ticket 0.0765 undirected
custom identifi 0.2360 undirected
custom compromis 0.0167 undirected
custom amazon 0.0416 undirected
custom visa 0.0537 undirected
custom debit 0.1063 undirected
custom group 0.0990 undirected
custom applic 0.4580 undirected
custom level 0.0452 undirected
custom colleg 0.0933 undirected
custom seri 0.0725 undirected
custom name 0.0991 undirected
custom pai 0.1013 undirected
custom proof 0.0684 undirected
custom busi 0.4951 undirected
custom account 0.1108 undirected
custom devic 0.0909 undirected
custom util 0.0054 undirected
custom rate 0.0127 undirected
custom refund 0.0197 undirected
custom sale 0.0515 undirected
custom registr 0.0088 undirected
custom network 0.1394 undirected
custom servic 0.1203 undirected
custom uniqu 0.0642 undirected
custom institut 0.0741 undirected
custom bank 0.4112 undirected
custom comput 0.0544 undirected
custom ident 0.0289 undirected
custom credit 0.0928 undirected
date countri 0.0022 undirected
date connect 0.0052 undirected
date identifi 0.0103 undirected
date measur 0.0057 undirected
date visa 0.0448 undirected
date birth 0.9552 undirected
date set 0.0497 undirected
date certif 0.4395 undirected
date passport 0.8585 undirected
date applic 0.0953 undirected
date colleg 0.0029 undirected
date name 0.5402 undirected
date corpor 0.0010 undirected
date user 0.1040 undirected
date secur 0.3972 undirected
date account 0.0128 undirected
date locat 0.0676 undirected
date ship 0.0088 undirected
date shop 0.0022 undirected
date occup 0.0160 undirected
date social 0.3935 undirected
date email 0.0104 undirected
date photograph 0.1135 undirected
date administr 0.1506 undirected
date equifax 0.0183 undirected
date insur 0.0423 undirected
date sourc 0.0210 undirected
date person 0.0103 undirected
date ident 0.0393 undirected
date credit 0.0207 undirected
date employ 0.0776 undirected
debit seri 0.0419 undirected
debit depend 0.1860 undirected
debit pai 0.1669 undirected
debit proof 0.0025 undirected
debit busi 0.0670 undirected
debit store 0.1038 undirected
debit account 0.1048 undirected
debit locat 0.0477 undirected
debit devic 0.0327 undirected
debit medicar 0.0061 undirected
debit photograph 0.0987 undirected
debit bank 0.1163 undirected
debit sourc 0.0244 undirected
debit comput 0.0089 undirected
debit credit 0.0241 undirected
debit password 0.0076 undirected
degre vehicl 0.1220 undirected
degre connect 0.2366 undirected
degre group 0.0185 undirected
degre corpor 0.2214 undirected
degre rate 0.0155 undirected
degre registr 0.0078 undirected
degre mortgag 0.4711 undirected
depend pai 0.0987 undirected
depend children 0.0304 undirected
depend account 0.0458 undirected
depend rate 0.0088 undirected
depend samsung 0.0153 undirected
depend parent 0.0770 undirected
depend equifax 0.2748 undirected
depend bank 0.0609 undirected
depend insur 0.0801 undirected
depend bureau 0.2393 undirected
depend sourc 0.1969 undirected
depend militari 0.7476 undirected
depend credit 0.0502 undirected
depend employ 0.0765 undirected
design children 0.0083 undirected
design user 0.1553 undirected
design store 0.2258 undirected
design speed 0.0184 undirected
design secur 0.0150 undirected
design account 0.0686 undirected
design devic 0.0140 undirected
design ship 0.1660 undirected
design shop 0.0303 undirected
design medicar 0.2980 undirected
design rank 0.0136 undirected
design websit 0.1516 undirected
design email 0.0006 undirected
design samsung 0.0074 undirected
design parent 0.0123 undirected
design refund 0.0283 undirected
design sale 0.0145 undirected
design administr 0.0912 undirected
design uniqu 0.2019 undirected
design android 0.0600 undirected
design institut 0.0304 undirected
design equifax 0.1981 undirected
design insur 0.2646 undirected
design twitter 0.1724 undirected
design comput 0.7135 undirected
design internet 0.0158 undirected
design ident 0.0160 undirected
design credit 0.0810 undirected
design password 0.1937 undirected
devic ship 0.0326 undirected
devic shop 0.1024 undirected
devic websit 0.0149 undirected
devic photograph 0.0882 undirected
devic sale 0.1058 undirected
devic network 0.0830 undirected
devic uniqu 0.0502 undirected
devic android 0.8008 undirected
devic bank 0.0416 undirected
devic twitter 0.0269 undirected
devic person 0.1904 undirected
devic comput 0.2557 undirected
devic student 0.1351 undirected
devic password 0.0164 undirected
digit histori 0.1227 undirected
digit set 0.1642 undirected
digit applic 0.0067 undirected
digit design 0.1753 undirected
digit level 0.2074 undirected
digit mother 0.2603 undirected
digit seri 0.0440 undirected
digit ssn 0.0638 undirected
digit name 0.0245 undirected
digit site 0.2710 undirected
digit children 0.8480 undirected
digit user 0.0920 undirected
digit store 0.0339 undirected
digit locat 0.2548 undirected
digit devic 0.0831 undirected
digit ship 0.1240 undirected
digit shop 0.1168 undirected
digit occup 0.0059 undirected
digit social 0.1276 undirected
digit websit 0.0802 undirected
digit parent 0.7309 undirected
digit network 0.1310 undirected
digit uniqu 0.1152 undirected
digit android 0.1180 undirected
digit twitter 0.0184 undirected
digit person 0.0467 undirected
digit comput 0.1963 undirected
digit internet 0.1000 undirected
digit student 0.0875 undirected
digit password 0.0824 undirected
director stop 0.0401 undirected
director mobil 0.1627 undirected
director googl 0.2010 undirected
director type 0.1001 undirected
director owner 0.0121 undirected
director travel 0.0338 undirected
director wallet 0.0444 undirected
director memori 0.0239 undirected
director board 0.5910 undirected
director id 0.0070 undirected
director loan 0.0367 undirected
director w2 0.1095 undirected
director school 0.0258 undirected
director appl 0.0113 undirected
director ebai 0.1449 undirected
director term 0.0660 undirected
director address 0.0865 undirected
director statu 0.1065 undirected
director employe 0.1385 undirected
director telephon 0.4765 undirected
director balanc 0.0285 undirected
director establish 0.4265 undirected
director public 0.3222 undirected
director bill 0.0172 undirected
director qualifi 0.1969 undirected
director assist 0.5341 undirected
director linkedin 0.0039 undirected
director attornei 0.0625 undirected
director login 0.0018 undirected
director health 0.0052 undirected
director femal 0.0009 undirected
director group 0.0164 undirected
director set 0.0255 undirected
director score 0.0083 undirected
director design 0.0753 undirected
director colleg 0.3509 undirected
director ssn 0.0509 undirected
director sign 0.1280 undirected
director busi 0.0053 undirected
director user 0.0201 undirected
director secur 0.0379 undirected
director rank 0.4550 undirected
director util 0.3929 undirected
director email 0.0450 undirected
director samsung 0.3948 undirected
director sale 0.0065 undirected
director registr 0.0503 undirected
director servic 0.0036 undirected
director android 0.1132 undirected
director mortgag 0.0215 undirected
director bank 0.0080 undirected
director bureau 0.0923 undirected
director internet 0.3824 undirected
director credit 0.0160 undirected
director student 0.0083 undirected
displai mail 0.0777 undirected
displai male 0.1468 undirected
displai middl 0.2003 undirected
displai address 0.0223 undirected
displai web 0.0915 undirected
displai profil 0.1231 undirected
displai code 0.0045 undirected
displai photo 0.0635 undirected
displai publish 0.0799 undirected
displai linkedin 0.0561 undirected
displai ipad 0.0844 undirected
displai street 0.0446 undirected
displai attornei 0.0076 undirected
displai flag 0.2032 undirected
displai login 0.0229 undirected
displai vehicl 0.2667 undirected
displai countri 0.0128 undirected
displai connect 0.0169 undirected
displai express 0.2607 undirected
displai amazon 0.0070 undirected
displai debit 0.0742 undirected
displai group 0.0129 undirected
displai set 0.0838 undirected
displai agenc 0.0289 undirected
displai design 0.0028 undirected
displai level 0.1219 undirected
displai seri 0.0212 undirected
displai ssn 0.0479 undirected
displai sign 0.1372 undirected
displai corpor 0.0091 undirected
displai user 0.1031 undirected
displai store 0.1792 undirected
displai locat 0.4101 undirected
displai devic 0.0374 undirected
displai websit 0.0378 undirected
displai email 0.1455 undirected
displai samsung 0.0017 undirected
displai photograph 0.5761 undirected
displai refund 0.0004 undirected
displai registr 0.0218 undirected
displai uniqu 0.0272 undirected
displai mortgag 0.0244 undirected
displai twitter 0.0169 undirected
displai comput 0.0185 undirected
displai ident 0.0013 undirected
displai password 0.0226 undirected
doctor postal 0.0118 undirected
doctor facil 0.3997 undirected
doctor employe 0.2088 undirected
doctor establish 0.0157 undirected
doctor code 0.1973 undirected
doctor bill 0.1012 undirected
doctor qualifi 0.4602 undirected
doctor vendor 0.3995 undirected
doctor linkedin 0.0449 undirected
doctor ipad 0.0271 undirected
doctor street 0.0198 undirected
doctor login 0.0965 undirected
doctor countri 0.0984 undirected
doctor health 0.3800 undirected
doctor compromis 0.0342 undirected
doctor amazon 0.0767 undirected
doctor medic 0.4518 undirected
doctor group 0.1401 undirected
doctor passport 0.1168 undirected
doctor mother 0.0188 undirected
doctor sign 0.1577 undirected
doctor name 0.0540 undirected
doctor depend 0.3600 undirected
doctor pai 0.0089 undirected
doctor proof 0.1263 undirected
doctor secur 0.0529 undirected
doctor shop 0.0033 undirected
doctor samsung 0.0779 undirected
doctor parent 0.0090 undirected
doctor registr 0.2940 undirected
doctor equifax 0.1372 undirected
doctor bank 0.1185 undirected
doctor insur 0.1733 undirected
doctor bureau 0.1500 undirected
doctor person 0.2418 undirected
doctor militari 0.3289 undirected
doctor internet 0.0695 undirected
doctor credit 0.1542 undirected
doctor employ 0.0561 undirected
doctor password 0.0139 undirected
drive model 0.0051 undirected
drive properti 0.4837 undirected
drive tablet 0.3046 undirected
drive laptop 0.2569 undirected
drive transport 0.1287 undirected
drive travel 0.0115 undirected
drive licens 0.0223 undirected
drive wallet 0.1806 undirected
drive memori 0.6155 undirected
drive oper 0.1152 undirected
drive appl 0.0934 undirected
drive term 0.0253 undirected
drive secret 0.0420 undirected
drive residenti 0.0102 undirected
drive male 0.0759 undirected
drive address 0.0672 undirected
drive web 0.1027 undirected
drive wii 0.7454 undirected
drive price 0.0025 undirected
drive public 0.0009 undirected
drive code 0.0126 undirected
drive linkedin 0.0185 undirected
drive ipad 0.1446 undirected
drive street 0.0261 undirected
drive ticket 0.0694 undirected
drive vehicl 0.1318 undirected
drive express 0.0411 undirected
drive system 0.0014 undirected
drive digit 0.0618 undirected
drive set 0.3092 undirected
drive applic 0.0015 undirected
drive design 0.0456 undirected
drive colleg 0.0018 undirected
drive ssn 0.0425 undirected
drive user 0.0284 undirected
drive store 0.6083 undirected
drive speed 0.2203 undirected
drive devic 0.6273 undirected
drive occup 0.0123 undirected
drive email 0.0340 undirected
drive samsung 0.0034 undirected
drive administr 0.0033 undirected
drive registr 0.0711 undirected
drive android 0.6916 undirected
drive insur 0.0018 undirected
drive person 0.3336 undirected
drive comput 0.3169 undirected
drive internet 0.0043 undirected
ebai web 0.0565 undirected
ebai onlin 0.0846 undirected
ebai prescript 0.0861 undirected
ebai telephon 0.0084 undirected
ebai public 0.0617 undirected
ebai code 0.0249 undirected
ebai phone 0.5199 undirected
ebai date 0.0005 undirected
ebai login 0.1424 undirected
ebai countri 0.0214 undirected
ebai connect 0.3621 undirected
ebai health 0.0102 undirected
ebai compromis 0.2029 undirected
ebai amazon 0.3814 undirected
ebai system 0.0114 undirected
ebai visa 0.2550 undirected
ebai group 0.0722 undirected
ebai histori 0.2740 undirected
ebai set 0.0223 undirected
ebai passport 0.0537 undirected
ebai design 0.0333 undirected
ebai colleg 0.1682 undirected
ebai sign 0.0971 undirected
ebai user 0.0660 undirected
ebai store 0.0998 undirected
ebai account 0.0358 undirected
ebai locat 0.1005 undirected
ebai ship 0.0246 undirected
ebai shop 0.4134 undirected
ebai rank 0.0318 undirected
ebai websit 0.1410 undirected
ebai email 0.2460 undirected
ebai administr 0.0005 undirected
ebai uniqu 0.1468 undirected
ebai android 0.0382 undirected
ebai mortgag 0.4903 undirected
ebai bank 0.0027 undirected
ebai twitter 0.1989 undirected
ebai bureau 0.0207 undirected
ebai password 0.2482 undirected
email refund 0.0050 undirected
email administr 0.0079 undirected
email network 0.0174 undirected
email uniqu 0.4254 undirected
email bank 0.0424 undirected
email twitter 0.5778 undirected
email person 0.0208 undirected
email comput 0.1035 undirected
email ident 0.0337 undirected
email password 0.5906 undirected
employe price 0.0267 undirected
employe prescript 0.1176 undirected
employe balanc 0.0247 undirected
employe establish 0.2789 undirected
employe qualifi 0.3070 undirected
employe vendor 0.7740 undirected
employe assist 0.3518 undirected
employe linkedin 0.1486 undirected
employe assign 0.0186 undirected
employe transact 0.0925 undirected
employe degre 0.0110 undirected
employe flag 0.1910 undirected
employe identifi 0.0564 undirected
employe health 0.6257 undirected
employe compromis 0.0192 undirected
employe femal 0.0498 undirected
employe medic 0.7367 undirected
employe applic 0.0534 undirected
employe design 0.0141 undirected
employe colleg 0.0091 undirected
employe seri 0.0544 undirected
employe busi 0.0608 undirected
employe secur 0.0703 undirected
employe account 0.1189 undirected
employe util 0.0192 undirected
employe rate 0.0533 undirected
employe photograph 0.0162 undirected
employe refund 0.1479 undirected
employe registr 0.0786 undirected
employe network 0.0791 undirected
employe institut 0.1622 undirected
employe insur 0.1391 undirected
employe person 0.2637 undirected
employe ident 0.1102 undirected
employe employ 0.1298 undirected
equifax bank 0.0288 undirected
equifax bureau 0.5779 undirected
equifax sourc 0.5708 undirected
equifax person 0.0897 undirected
equifax comput 0.1407 undirected
equifax ident 0.1223 undirected
equifax credit 0.7955 undirected
equifax employ 0.3638 undirected
establish bill 0.2814 undirected
establish assist 0.7878 undirected
establish publish 0.0703 undirected
establish transact 0.1302 undirected
establish phone 0.0099 undirected
establish street 0.0102 undirected
establish flag 0.0073 undirected
establish login 0.0808 undirected
establish connect 0.0152 undirected
establish identifi 0.0508 undirected
establish femal 0.0153 undirected
establish digit 0.0144 undirected
establish set 0.0751 undirected
establish design 0.1832 undirected
establish ssn 0.0781 undirected
establish tax 0.0472 undirected
establish sign 0.1681 undirected
establish busi 0.0228 undirected
establish secur 0.1351 undirected
establish account 0.0765 undirected
establish ship 0.1190 undirected
establish shop 0.0967 undirected
establish medicar 0.0189 undirected
establish refund 0.2391 undirected
establish registr 0.2039 undirected
establish uniqu 0.0256 undirected
establish institut 0.2506 undirected
establish bank 0.0078 undirected
establish insur 0.0397 undirected
establish sourc 0.0002 undirected
establish person 0.0025 undirected
establish internet 0.0085 undirected
establish password 0.0329 undirected
express femal 0.0074 undirected
express media 0.2867 undirected
express digit 0.3564 undirected
express histori 0.0487 undirected
express set 0.0368 undirected
express applic 0.0410 undirected
express design 0.3325 undirected
express level 0.4344 undirected
express mother 0.0553 undirected
express ssn 0.0483 undirected
express site 0.0714 undirected
express children 0.2999 undirected
express user 0.0337 undirected
express store 0.0793 undirected
express locat 0.0451 undirected
express ship 0.0607 undirected
express social 0.0032 undirected
express parent 0.2473 undirected
express administr 0.0132 undirected
express android 0.0409 undirected
express mortgag 0.0105 undirected
express equifax 0.0440 undirected
express comput 0.3624 undirected
express internet 0.0210 undirected
express student 0.0251 undirected
ey wallet 0.0427 undirected
ey color 0.3418 undirected
ey purchas 0.0005 undirected
ey loan 0.0021 undirected
ey school 0.0002 undirected
ey attach 0.0151 undirected
ey appl 0.1309 undirected
ey term 0.1117 undirected
ey secret 0.0337 undirected
ey displai 0.0074 undirected
ey male 0.0589 undirected
ey middl 0.0802 undirected
ey onlin 0.1598 undirected
ey price 0.0002 undirected
ey balanc 0.0365 undirected
ey profil 0.0782 undirected
ey public 0.0631 undirected
ey bill 0.2514 undirected
ey photo 0.0530 undirected
ey linkedin 0.0349 undirected
ey ipad 0.1225 undirected
ey flag 0.0183 undirected
ey date 0.0213 undirected
ey countri 0.0139 undirected
ey identifi 0.0029 undirected
ey measur 0.4261 undirected
ey express 0.0393 undirected
ey amazon 0.0047 undirected
ey visa 0.0783 undirected
ey femal 0.0635 undirected
ey debit 0.0104 undirected
ey group 0.0676 undirected
ey digit 0.0057 undirected
ey histori 0.1336 undirected
ey set 0.1490 undirected
ey applic 0.0073 undirected
ey design 0.0814 undirected
ey colleg 0.0188 undirected
ey mother 0.7030 undirected
ey seri 0.1304 undirected
ey sign 0.0531 undirected
ey pai 0.0235 undirected
ey proof 0.2081 undirected
ey corpor 0.0562 undirected
ey user 0.0057 undirected
ey store 0.0227 undirected
ey devic 0.0039 undirected
ey ship 0.0313 undirected
ey shop 0.0525 undirected
ey rank 0.0191 undirected
ey samsung 0.0026 undirected
ey sale 0.0025 undirected
ey bank 0.0653 undirected
ey sourc 0.0327 undirected
ey comput 0.0740 undirected
ey ident 0.0210 undirected
facebook access 0.0273 undirected
facebook custom 0.0840 undirected
facebook mobil 0.0204 undirected
facebook googl 0.4820 undirected
facebook control 0.5345 undirected
facebook laptop 0.3370 undirected
facebook color 0.4362 undirected
facebook board 0.0339 undirected
facebook school 0.0117 undirected
facebook ebai 0.0150 undirected
facebook term 0.0500 undirected
facebook displai 0.1154 undirected
facebook residenti 0.0043 undirected
facebook address 0.0369 undirected
facebook web 0.2836 undirected
facebook onlin 0.1437 undirected
facebook telephon 0.0049 undirected
facebook profil 0.8911 undirected
facebook public 0.1029 undirected
facebook photo 0.1897 undirected
facebook vendor 0.0101 undirected
facebook linkedin 0.4915 undirected
facebook phone 0.0530 undirected
facebook street 0.0069 undirected
facebook date 0.1611 undirected
facebook login 0.1471 undirected
facebook connect 0.2030 undirected
facebook compromis 0.0886 undirected
facebook amazon 0.2620 undirected
facebook femal 0.0314 undirected
facebook birth 0.1578 undirected
facebook media 0.1348 undirected
facebook group 0.1175 undirected
facebook set 0.0192 undirected
facebook certif 0.1472 undirected
facebook colleg 0.0320 undirected
facebook site 0.1088 undirected
facebook busi 0.0836 undirected
facebook corpor 0.0115 undirected
facebook children 0.0764 undirected
facebook user 0.8111 undirected
facebook account 0.0813 undirected
facebook locat 0.0852 undirected
facebook social 0.1656 undirected
facebook websit 0.2002 undirected
facebook email 0.1440 undirected
facebook samsung 0.0014 undirected
facebook photograph 0.5645 undirected
facebook registr 0.0100 undirected
facebook network 0.2365 undirected
facebook uniqu 0.1241 undirected
facebook twitter 0.2254 undirected
facebook person 0.2623 undirected
facebook comput 0.0165 undirected
facebook internet 0.1725 undirected
facebook ident 0.0256 undirected
facebook password 0.1715 undirected
facil employe 0.3916 undirected
facil price 0.0438 undirected
facil balanc 0.0614 undirected
facil establish 0.0775 undirected
facil bill 0.1107 undirected
facil qualifi 0.2363 undirected
facil vendor 0.4082 undirected
facil publish 0.3206 undirected
facil assign 0.0082 undirected
facil flag 0.1550 undirected
facil connect 0.0298 undirected
facil identifi 0.0065 undirected
facil health 0.4788 undirected
facil compromis 0.0509 undirected
facil femal 0.0283 undirected
facil media 0.0337 undirected
facil medic 0.4544 undirected
facil digit 0.0568 undirected
facil histori 0.0030 undirected
facil set 0.0880 undirected
facil seri 0.0535 undirected
facil ssn 0.0210 undirected
facil children 0.0337 undirected
facil locat 0.0314 undirected
facil occup 0.2398 undirected
facil samsung 0.0227 undirected
facil parent 0.0178 undirected
facil network 0.0611 undirected
facil insur 0.0269 undirected
facil person 0.1505 undirected
facil employ 0.0118 undirected
feder director 0.0494 undirected
feder custom 0.0420 undirected
feder stop 0.0261 undirected
feder american 0.1239 undirected
feder transport 0.3255 undirected
feder travel 0.2107 undirected
feder licens 0.1181 undirected
feder id 0.0627 undirected
feder w2 0.1452 undirected
feder st 0.3422 undirected
feder oper 0.0050 undirected
feder appl 0.0239 undirected
feder ebai 0.1039 undirected
feder term 0.1180 undirected
feder mail 0.1361 undirected
feder number 0.0014 undirected
feder postal 0.0071 undirected
feder employe 0.0110 undirected
feder price 0.0193 undirected
feder prescript 0.0040 undirected
feder telephon 0.0220 undirected
feder code 0.0147 undirected
feder bill 0.0138 undirected
feder photo 0.0350 undirected
feder assist 0.0194 undirected
feder publish 0.0937 undirected
feder assign 0.0594 undirected
feder attornei 0.1332 undirected
feder date 0.0465 undirected
feder identifi 0.0731 undirected
feder health 0.0120 undirected
feder express 0.1478 undirected
feder visa 0.0426 undirected
feder birth 0.0631 undirected
feder certif 0.0071 undirected
feder passport 0.0642 undirected
feder agenc 0.0154 undirected
feder applic 0.0068 undirected
feder level 0.0870 undirected
feder colleg 0.0132 undirected
feder tax 0.0880 undirected
feder sign 0.0558 undirected
feder name 0.0125 undirected
feder pai 0.0731 undirected
feder busi 0.0311 undirected
feder speed 0.0015 undirected
feder secur 0.0243 undirected
feder devic 0.0118 undirected
feder occup 0.1235 undirected
feder medicar 0.0216 undirected
feder rank 0.1244 undirected
feder util 0.0281 undirected
feder rate 0.0388 undirected
feder samsung 0.0408 undirected
feder refund 0.0625 undirected
feder sale 0.0481 undirected
feder administr 0.0830 undirected
feder mortgag 0.1705 undirected
feder sourc 0.0151 undirected
feder ident 0.2534 undirected
feder student 0.2671 undirected
femal medic 0.0460 undirected
femal sign 0.0259 undirected
femal proof 0.1441 undirected
femal devic 0.0005 undirected
femal ship 0.0372 undirected
femal shop 0.0866 undirected
femal util 0.0043 undirected
femal websit 0.0153 undirected
femal email 0.0933 undirected
femal photograph 0.0132 undirected
femal administr 0.0308 undirected
femal registr 0.3227 undirected
femal insur 0.0059 undirected
femal twitter 0.0100 undirected
femal comput 0.0207 undirected
flag connect 0.0166 undirected
flag health 0.2400 undirected
flag compromis 0.0492 undirected
flag express 0.4253 undirected
flag media 0.4452 undirected
flag medic 0.2675 undirected
flag digit 0.4985 undirected
flag histori 0.0405 undirected
flag set 0.0230 undirected
flag applic 0.0124 undirected
flag design 0.1472 undirected
flag level 0.0975 undirected
flag mother 0.1140 undirected
flag seri 0.1021 undirected
flag ssn 0.1854 undirected
flag tax 0.0850 undirected
flag sign 0.0342 undirected
flag site 0.1129 undirected
flag children 0.4706 undirected
flag user 0.0231 undirected
flag devic 0.0092 undirected
flag ship 0.3462 undirected
flag social 0.0112 undirected
flag email 0.0088 undirected
flag parent 0.4026 undirected
flag refund 0.2040 undirected
flag administr 0.0093 undirected
flag network 0.1719 undirected
flag android 0.0075 undirected
flag institut 0.2000 undirected
flag person 0.0027 undirected
flag comput 0.1535 undirected
flag internet 0.0214 undirected
flag student 0.0215 undirected
googl control 0.2887 undirected
googl laptop 0.1735 undirected
googl ey 0.2007 undirected
googl color 0.1410 undirected
googl purchas 0.0086 undirected
googl oper 0.0522 undirected
googl appl 0.0802 undirected
googl term 0.1343 undirected
googl displai 0.0808 undirected
googl web 0.2073 undirected
googl doctor 0.0067 undirected
googl onlin 0.5497 undirected
googl profil 0.6210 undirected
googl public 0.2373 undirected
googl photo 0.0513 undirected
googl qualifi 0.3708 undirected
googl linkedin 0.5062 undirected
googl date 0.0560 undirected
googl login 0.1027 undirected
googl connect 0.0911 undirected
googl measur 0.0261 undirected
googl health 0.0153 undirected
googl amazon 0.1720 undirected
googl birth 0.0293 undirected
googl media 0.1492 undirected
googl medic 0.0194 undirected
googl group 0.0789 undirected
googl set 0.0515 undirected
googl level 0.0027 undirected
googl colleg 0.0745 undirected
googl mother 0.0206 undirected
googl sign 0.1561 undirected
googl name 0.0499 undirected
googl pai 0.1098 undirected
googl site 0.0140 undirected
googl busi 0.0242 undirected
googl corpor 0.0566 undirected
googl user 0.4692 undirected
googl account 0.0441 undirected
googl rank 0.2530 undirected
googl social 0.1002 undirected
googl websit 0.1187 undirected
googl email 0.0461 undirected
googl samsung 0.6055 undirected
googl photograph 0.1700 undirected
googl registr 0.0425 undirected
googl network 0.2171 undirected
googl servic 0.0899 undirected
googl uniqu 0.0460 undirected
googl android 0.1998 undirected
googl insur 0.0037 undirected
googl twitter 0.1882 undirected
googl person 0.0532 undirected
googl internet 0.6825 undirected
googl password 0.1224 undirected
group digit 0.0010 undirected
group design 0.0385 undirected
group sign 0.0668 undirected
group proof 0.6434 undirected
group children 0.0066 undirected
group user 0.3152 undirected
group account 0.1690 undirected
group locat 0.0141 undirected
group devic 0.0127 undirected
group rank 0.1022 undirected
group websit 0.4694 undirected
group email 0.2600 undirected
group samsung 0.0164 undirected
group photograph 0.0040 undirected
group sale 0.0051 undirected
group network 0.0032 undirected
group uniqu 0.4132 undirected
group mortgag 0.0276 undirected
group bank 0.6742 undirected
group twitter 0.4156 undirected
group internet 0.0561 undirected
group password 0.4225 undirected
health femal 0.0118 undirected
health media 0.0214 undirected
health medic 0.8718 undirected
health digit 0.0247 undirected
health ssn 0.0375 undirected
health site 0.0142 undirected
health children 0.0178 undirected
health secur 0.0441 undirected
health devic 0.0087 undirected
health occup 0.3363 undirected
health medicar 0.0228 undirected
health social 0.0084 undirected
health util 0.0005 undirected
health samsung 0.0059 undirected
health parent 0.0038 undirected
health administr 0.1744 undirected
health registr 0.0507 undirected
health network 0.1709 undirected
health mortgag 0.0733 undirected
health insur 0.1672 undirected
health sourc 0.0105 undirected
health person 0.1752 undirected
health comput 0.0160 undirected
health employ 0.0608 undirected
histori set 0.0299 undirected
histori score 0.0217 undirected
histori applic 0.0431 undirected
histori design 0.0827 undirected
histori mother 0.1999 undirected
histori seri 0.0359 undirected
histori site 0.0043 undirected
histori children 0.1359 undirected
histori store 0.1606 undirected
histori account 0.0189 undirected
histori locat 0.0985 undirected
histori devic 0.0745 undirected
histori shop 0.5249 undirected
histori email 0.0431 undirected
histori parent 0.1453 undirected
histori network 0.0763 undirected
histori servic 0.0285 undirected
histori android 0.0627 undirected
histori mortgag 0.0209 undirected
histori equifax 0.0512 undirected
histori twitter 0.0083 undirected
histori bureau 0.0382 undirected
histori sourc 0.1043 undirected
histori comput 0.0517 undirected
histori internet 0.0119 undirected
histori credit 0.0547 undirected
histori employ 0.0170 undirected
histori student 0.2489 undirected
histori password 0.0772 undirected
id w2 0.0405 undirected
id oper 0.0216 undirected
id term 0.4315 undirected
id displai 0.0999 undirected
id residenti 0.0050 undirected
id number 0.0726 undirected
id price 0.0016 undirected
id prescript 0.0339 undirected
id telephon 0.0454 undirected
id publish 0.1137 undirected
id assign 0.0590 undirected
id flag 0.0423 undirected
id countri 0.3651 undirected
id identifi 0.0518 undirected
id express 0.0466 undirected
id system 0.0910 undirected
id agenc 0.1017 undirected
id applic 0.0229 undirected
id seri 0.0362 undirected
id ssn 0.0227 undirected
id tax 0.2430 undirected
id sign 0.1295 undirected
id pai 0.1445 undirected
id proof 0.0252 undirected
id speed 0.0319 undirected
id secur 0.0403 undirected
id rank 0.0756 undirected
id util 0.3818 undirected
id rate 0.8084 undirected
id refund 0.0680 undirected
id sale 0.2433 undirected
id registr 0.0372 undirected
id ident 0.1954 undirected
ident credit 0.1428 undirected
identif card 0.1975 undirected
identif check 0.4958 undirected
identif feder 0.0311 undirected
identif model 0.2001 undirected
identif custom 0.0306 undirected
identif type 0.2202 undirected
identif american 0.0425 undirected
identif licens 0.1458 undirected
identif wallet 0.0298 undirected
identif board 0.1357 undirected
identif id 0.0262 undirected
identif st 0.0298 undirected
identif displai 0.0551 undirected
identif male 0.0370 undirected
identif middl 0.0748 undirected
identif address 0.3017 undirected
identif number 0.1593 undirected
identif telephon 0.0352 undirected
identif balanc 0.0040 undirected
identif establish 0.1140 undirected
identif transact 0.4562 undirected
identif street 0.0012 undirected
identif ticket 0.0379 undirected
identif flag 0.0139 undirected
identif date 0.4616 undirected
identif vehicl 0.0738 undirected
identif countri 0.2828 undirected
identif identifi 0.2838 undirected
identif measur 0.0085 undirected
identif system 0.5442 undirected
identif femal 0.0006 undirected
identif debit 0.0334 undirected
identif birth 0.4705 undirected
identif certif 0.2013 undirected
identif passport 0.4143 undirected
identif applic 0.0324 undirected
identif design 0.0052 undirected
identif colleg 0.0124 undirected
identif seri 0.0263 undirected
identif ssn 0.1256 undirected
identif tax 0.1038 undirected
identif name 0.2826 undirected
identif busi 0.0846 undirected
identif store 0.0245 undirected
identif speed 0.1064 undirected
