"source" "target" "weight" "type"
"design" "computers" 0.7135 "undirected"
"design" "internet" 0.0158 "undirected"
"design" "identity" 0.0160 "undirected"
"design" "credit" 0.0810 "undirected"
"design" "passwords" 0.1937 "undirected"
"device" "ship" 0.0326 "undirected"
"device" "shopping" 0.1024 "undirected"
"device" "website" 0.0149 "undirected"
"device" "photograph" 0.0882 "undirected"
"device" "sales" 0.1058 "undirected"
"device" "network" 0.0830 "undirected"
"device" "unique" 0.0502 "undirected"
"device" "android" 0.8008 "undirected"
"device" "banking" 0.0416 "undirected"
"device" "twitter" 0.0269 "undirected"
"device" "personal" 0.1904 "undirected"
"device" "computers" 0.2557 "undirected"
"device" "student" 0.1351 "undirected"
"device" "passwords" 0.0164 "undirected"
"digits" "history" 0.1227 "undirected"
"digits" "settings" 0.1642 "undirected"
"digits" "application" 0.0067 "undirected"
"digits" "design" 0.1753 "undirected"
"digits" "level" 0.2074 "undirected"
"digits" "mothers" 0.2603 "undirected"
"digits" "series" 0.0440 "undirected"
"digits" "ssn" 0.0638 "undirected"
"digits" "name" 0.0245 "undirected"
"digits" "site" 0.2710 "undirected"
"digits" "children" 0.8480 "undirected"
"digits" "user" 0.0920 "undirected"
"digits" "store" 0.0339 "undirected"
"digits" "locator" 0.2548 "undirected"
"digits" "device" 0.0831 "undirected"
"digits" "ship" 0.1240 "undirected"
"digits" "shopping" 0.1168 "undirected"
"digits" "occupations" 0.0059 "undirected"
"digits" "social" 0.1276 "undirected"
"digits" "website" 0.0802 "undirected"
"digits" "parents" 0.7309 "undirected"
"digits" "network" 0.1310 "undirected"
"digits" "unique" 0.1152 "undirected"
"digits" "android" 0.1180 "undirected"
"digits" "twitter" 0.0184 "undirected"
"digits" "personal" 0.0467 "undirected"
"digits" "computers" 0.1963 "undirected"
"digits" "internet" 0.1000 "undirected"
"digits" "student" 0.0875 "undirected"
"digits" "passwords" 0.0824 "undirected"
"directors" "stop" 0.0401 "undirected"
"directors" "mobile" 0.1627 "undirected"
"directors" "google" 0.2010 "undirected"
"directors" "type" 0.1001 "undirected"
"directors" "owner" 0.0121 "undirected"
"directors" "travel" 0.0338 "undirected"
"directors" "wallet" 0.0444 "undirected"
"directors" "memory" 0.0239 "undirected"
"directors" "boarding" 0.5910 "undirected"
"directors" "id" 0.0070 "undirected"
"directors" "loan" 0.0367 "undirected"
"directors" "w2" 0.1095 "undirected"
"directors" "schools" 0.0258 "undirected"
"directors" "apple" 0.0113 "undirected"
"directors" "ebay" 0.1449 "undirected"
"directors" "term" 0.0660 "undirected"
"directors" "address" 0.0865 "undirected"
"directors" "status" 0.1065 "undirected"
"directors" "employee" 0.1385 "undirected"
"directors" "telephone" 0.4765 "undirected"
"directors" "balance" 0.0285 "undirected"
"directors" "established" 0.4265 "undirected"
"directors" "public" 0.3222 "undirected"
"directors" "bill" 0.0172 "undirected"
"directors" "qualifier" 0.1969 "undirected"
"directors" "assistance" 0.5341 "undirected"
"directors" "linkedin" 0.0039 "undirected"
"directors" "attorney" 0.0625 "undirected"
"directors" "login" 0.0018 "undirected"
"directors" "health" 0.0052 "undirected"
"directors" "female" 0.0009 "undirected"
"directors" "group" 0.0164 "undirected"
"directors" "settings" 0.0255 "undirected"
"directors" "score" 0.0083 "undirected"
"directors" "design" 0.0753 "undirected"
"directors" "college" 0.3509 "undirected"
"directors" "ssn" 0.0509 "undirected"
"directors" "sign" 0.1280 "undirected"
"directors" "business" 0.0053 "undirected"
"directors" "user" 0.0201 "undirected"
"directors" "secure" 0.0379 "undirected"
"directors" "rank" 0.4550 "undirected"
"directors" "utility" 0.3929 "undirected"
"directors" "email" 0.0450 "undirected"
"directors" "samsung" 0.3948 "undirected"
"directors" "sales" 0.0065 "undirected"
"directors" "registration" 0.0503 "undirected"
"directors" "service" 0.0036 "undirected"
"directors" "android" 0.1132 "undirected"
"directors" "mortgage" 0.0215 "undirected"
"directors" "banking" 0.0080 "undirected"
"directors" "bureau" 0.0923 "undirected"
"directors" "internet" 0.3824 "undirected"
"directors" "credit" 0.0160 "undirected"
"directors" "student" 0.0083 "undirected"
"display" "mail" 0.0777 "undirected"
"display" "male" 0.1468 "undirected"
"display" "middle" 0.2003 "undirected"
"display" "address" 0.0223 "undirected"
"display" "web" 0.0915 "undirected"
"display" "profile" 0.1231 "undirected"
"display" "code" 0.0045 "undirected"
"display" "photo" 0.0635 "undirected"
"display" "publish" 0.0799 "undirected"
"display" "linkedin" 0.0561 "undirected"
"display" "ipad" 0.0844 "undirected"
"display" "street" 0.0446 "undirected"
"display" "attorney" 0.0076 "undirected"
"display" "flag" 0.2032 "undirected"
"display" "login" 0.0229 "undirected"
"display" "vehicle" 0.2667 "undirected"
"display" "country" 0.0128 "undirected"
"display" "connection" 0.0169 "undirected"
"display" "express" 0.2607 "undirected"
"display" "amazon" 0.0070 "undirected"
"display" "debit" 0.0742 "undirected"
"display" "group" 0.0129 "undirected"
"display" "settings" 0.0838 "undirected"
"display" "agency" 0.0289 "undirected"
"display" "design" 0.0028 "undirected"
"display" "level" 0.1219 "undirected"
"display" "series" 0.0212 "undirected"
"display" "ssn" 0.0479 "undirected"
"display" "sign" 0.1372 "undirected"
"display" "corporation" 0.0091 "undirected"
"display" "user" 0.1031 "undirected"
"display" "store" 0.1792 "undirected"
"display" "locator" 0.4101 "undirected"
"display" "device" 0.0374 "undirected"
"display" "website" 0.0378 "undirected"
"display" "email" 0.1455 "undirected"
"display" "samsung" 0.0017 "undirected"
"display" "photograph" 0.5761 "undirected"
"display" "refund" 0.0004 "undirected"
"display" "registration" 0.0218 "undirected"
"display" "unique" 0.0272 "undirected"
"display" "mortgage" 0.0244 "undirected"
"display" "twitter" 0.0169 "undirected"
"display" "computers" 0.0185 "undirected"
"display" "identity" 0.0013 "undirected"
"display" "passwords" 0.0226 "undirected"
"doctors" "postal" 0.0118 "undirected"
"doctors" "facility" 0.3997 "undirected"
"doctors" "employee" 0.2088 "undirected"
"doctors" "established" 0.0157 "undirected"
"doctors" "code" 0.1973 "undirected"
"doctors" "bill" 0.1012 "undirected"
"doctors" "qualifier" 0.4602 "undirected"
"doctors" "vendor" 0.3995 "undirected"
"doctors" "linkedin" 0.0449 "undirected"
"doctors" "ipad" 0.0271 "undirected"
"doctors" "street" 0.0198 "undirected"
"doctors" "login" 0.0965 "undirected"
"doctors" "country" 0.0984 "undirected"
"doctors" "health" 0.3800 "undirected"
"doctors" "compromised" 0.0342 "undirected"
"doctors" "amazon" 0.0767 "undirected"
"doctors" "medical" 0.4518 "undirected"
"doctors" "group" 0.1401 "undirected"
"doctors" "passport" 0.1168 "undirected"
"doctors" "mothers" 0.0188 "undirected"
"doctors" "sign" 0.1577 "undirected"
"doctors" "name" 0.0540 "undirected"
"doctors" "dependants" 0.3600 "undirected"
"doctors" "pay" 0.0089 "undirected"
"doctors" "proof" 0.1263 "undirected"
"doctors" "secure" 0.0529 "undirected"
"doctors" "shopping" 0.0033 "undirected"
"doctors" "samsung" 0.0779 "undirected"
"doctors" "parents" 0.0090 "undirected"
"doctors" "registration" 0.2940 "undirected"
"doctors" "equifax" 0.1372 "undirected"
"doctors" "banking" 0.1185 "undirected"
"doctors" "insurer" 0.1733 "undirected"
"doctors" "bureau" 0.1500 "undirected"
"doctors" "personal" 0.2418 "undirected"
"doctors" "military" 0.3289 "undirected"
"doctors" "internet" 0.0695 "undirected"
"doctors" "credit" 0.1542 "undirected"
"doctors" "employer" 0.0561 "undirected"
"doctors" "passwords" 0.0139 "undirected"
"driving" "model" 0.0051 "undirected"
"driving" "property" 0.4837 "undirected"
"driving" "tablet" 0.3046 "undirected"
"driving" "laptop" 0.2569 "undirected"
"driving" "transportation" 0.1287 "undirected"
"driving" "travel" 0.0115 "undirected"
"driving" "license" 0.0223 "undirected"
"driving" "wallet" 0.1806 "undirected"
"driving" "memory" 0.6155 "undirected"
"driving" "operating" 0.1152 "undirected"
"driving" "apple" 0.0934 "undirected"
"driving" "term" 0.0253 "undirected"
"driving" "secret" 0.0420 "undirected"
"driving" "residential" 0.0102 "undirected"
"driving" "male" 0.0759 "undirected"
"driving" "address" 0.0672 "undirected"
"driving" "web" 0.1027 "undirected"
"driving" "wii" 0.7454 "undirected"
"driving" "price" 0.0025 "undirected"
"driving" "public" 0.0009 "undirected"
"driving" "code" 0.0126 "undirected"
"driving" "linkedin" 0.0185 "undirected"
"driving" "ipad" 0.1446 "undirected"
"driving" "street" 0.0261 "undirected"
"driving" "ticket" 0.0694 "undirected"
"driving" "vehicle" 0.1318 "undirected"
"driving" "express" 0.0411 "undirected"
"driving" "system" 0.0014 "undirected"
"driving" "digits" 0.0618 "undirected"
"driving" "settings" 0.3092 "undirected"
"driving" "application" 0.0015 "undirected"
"driving" "design" 0.0456 "undirected"
"driving" "college" 0.0018 "undirected"
"driving" "ssn" 0.0425 "undirected"
"driving" "user" 0.0284 "undirected"
"driving" "store" 0.6083 "undirected"
"driving" "speed" 0.2203 "undirected"
"driving" "device" 0.6273 "undirected"
"driving" "occupations" 0.0123 "undirected"
"driving" "email" 0.0340 "undirected"
"driving" "samsung" 0.0034 "undirected"
"driving" "administrator" 0.0033 "undirected"
"driving" "registration" 0.0711 "undirected"
"driving" "android" 0.6916 "undirected"
"driving" "insurer" 0.0018 "undirected"
"driving" "personal" 0.3336 "undirected"
"driving" "computers" 0.3169 "undirected"
"driving" "internet" 0.0043 "undirected"
"ebay" "web" 0.0565 "undirected"
"ebay" "online" 0.0846 "undirected"
"ebay" "prescription" 0.0861 "undirected"
"ebay" "telephone" 0.0084 "undirected"
"ebay" "public" 0.0617 "undirected"
"ebay" "code" 0.0249 "undirected"
"ebay" "phone" 0.5199 "undirected"
"ebay" "date" 0.0005 "undirected"
"ebay" "login" 0.1424 "undirected"
"ebay" "country" 0.0214 "undirected"
"ebay" "connection" 0.3621 "undirected"
"ebay" "health" 0.0102 "undirected"
"ebay" "compromised" 0.2029 "undirected"
"ebay" "amazon" 0.3814 "undirected"
"ebay" "system" 0.0114 "undirected"
"ebay" "visa" 0.2550 "undirected"
"ebay" "group" 0.0722 "undirected"
"ebay" "history" 0.2740 "undirected"
"ebay" "settings" 0.0223 "undirected"
"ebay" "passport" 0.0537 "undirected"
"ebay" "design" 0.0333 "undirected"
"ebay" "college" 0.1682 "undirected"
"ebay" "sign" 0.0971 "undirected"
"ebay" "user" 0.0660 "undirected"
"ebay" "store" 0.0998 "undirected"
"ebay" "accounts" 0.0358 "undirected"
"ebay" "locator" 0.1005 "undirected"
"ebay" "ship" 0.0246 "undirected"
"ebay" "shopping" 0.4134 "undirected"
"ebay" "rank" 0.0318 "undirected"
"ebay" "website" 0.1410 "undirected"
"ebay" "email" 0.2460 "undirected"
"ebay" "administrator" 0.0005 "undirected"
"ebay" "unique" 0.1468 "undirected"
"ebay" "android" 0.0382 "undirected"
"ebay" "mortgage" 0.4903 "undirected"
"ebay" "banking" 0.0027 "undirected"
"ebay" "twitter" 0.1989 "undirected"
"ebay" "bureau" 0.0207 "undirected"
"ebay" "passwords" 0.2482 "undirected"
"email" "refund" 0.0050 "undirected"
"email" "administrator" 0.0079 "undirected"
"email" "network" 0.0174 "undirected"
"email" "unique" 0.4254 "undirected"
"email" "banking" 0.0424 "undirected"
"email" "twitter" 0.5778 "undirected"
"email" "personal" 0.0208 "undirected"
"email" "computers" 0.1035 "undirected"
"email" "identity" 0.0337 "undirected"
"email" "passwords" 0.5906 "undirected"
"employee" "price" 0.0267 "undirected"
"employee" "prescription" 0.1176 "undirected"
"employee" "balance" 0.0247 "undirected"
"employee" "established" 0.2789 "undirected"
"employee" "qualifier" 0.3070 "undirected"
"employee" "vendor" 0.7740 "undirected"
"employee" "assistance" 0.3518 "undirected"
"employee" "linkedin" 0.1486 "undirected"
"employee" "assigned" 0.0186 "undirected"
"employee" "transactions" 0.0925 "undirected"
"employee" "degree" 0.0110 "undirected"
"employee" "flag" 0.1910 "undirected"
"employee" "identifier" 0.0564 "undirected"
"employee" "health" 0.6257 "undirected"
"employee" "compromised" 0.0192 "undirected"
"employee" "female" 0.0498 "undirected"
"employee" "medical" 0.7367 "undirected"
"employee" "application" 0.0534 "undirected"
"employee" "design" 0.0141 "undirected"
"employee" "college" 0.0091 "undirected"
"employee" "series" 0.0544 "undirected"
"employee" "business" 0.0608 "undirected"
"employee" "secure" 0.0703 "undirected"
"employee" "accounts" 0.1189 "undirected"
"employee" "utility" 0.0192 "undirected"
"employee" "rating" 0.0533 "undirected"
"employee" "photograph" 0.0162 "undirected"
"employee" "refund" 0.1479 "undirected"
"employee" "registration" 0.0786 "undirected"
"employee" "network" 0.0791 "undirected"
"employee" "institution" 0.1622 "undirected"
"employee" "insurer" 0.1391 "undirected"
"employee" "personal" 0.2637 "undirected"
"employee" "identity" 0.1102 "undirected"
"employee" "employer" 0.1298 "undirected"
"equifax" "banking" 0.0288 "undirected"
"equifax" "bureau" 0.5779 "undirected"
"equifax" "source" 0.5708 "undirected"
"equifax" "personal" 0.0897 "undirected"
"equifax" "computers" 0.1407 "undirected"
"equifax" "identity" 0.1223 "undirected"
"equifax" "credit" 0.7955 "undirected"
"equifax" "employer" 0.3638 "undirected"
"established" "bill" 0.2814 "undirected"
"established" "assistance" 0.7878 "undirected"
"established" "publish" 0.0703 "undirected"
"established" "transactions" 0.1302 "undirected"
"established" "phone" 0.0099 "undirected"
"established" "street" 0.0102 "undirected"
"established" "flag" 0.0073 "undirected"
"established" "login" 0.0808 "undirected"
"established" "connection" 0.0152 "undirected"
"established" "identifier" 0.0508 "undirected"
"established" "female" 0.0153 "undirected"
"established" "digits" 0.0144 "undirected"
"established" "settings" 0.0751 "undirected"
"established" "design" 0.1832 "undirected"
"established" "ssn" 0.0781 "undirected"
"established" "tax" 0.0472 "undirected"
"established" "sign" 0.1681 "undirected"
"established" "business" 0.0228 "undirected"
"established" "secure" 0.1351 "undirected"
"established" "accounts" 0.0765 "undirected"
"established" "ship" 0.1190 "undirected"
"established" "shopping" 0.0967 "undirected"
"established" "medicare" 0.0189 "undirected"
"established" "refund" 0.2391 "undirected"
"established" "registration" 0.2039 "undirected"
"established" "unique" 0.0256 "undirected"
"established" "institution" 0.2506 "undirected"
"established" "banking" 0.0078 "undirected"
"established" "insurer" 0.0397 "undirected"
"established" "source" 0.0002 "undirected"
"established" "personal" 0.0025 "undirected"
"established" "internet" 0.0085 "undirected"
"established" "passwords" 0.0329 "undirected"
"express" "female" 0.0074 "undirected"
"express" "media" 0.2867 "undirected"
"express" "digits" 0.3564 "undirected"
"express" "history" 0.0487 "undirected"
"express" "settings" 0.0368 "undirected"
"express" "application" 0.0410 "undirected"
"express" "design" 0.3325 "undirected"
"express" "level" 0.4344 "undirected"
"express" "mothers" 0.0553 "undirected"
"express" "ssn" 0.0483 "undirected"
"express" "site" 0.0714 "undirected"
"express" "children" 0.2999 "undirected"
"express" "user" 0.0337 "undirected"
"express" "store" 0.0793 "undirected"
"express" "locator" 0.0451 "undirected"
"express" "ship" 0.0607 "undirected"
"express" "social" 0.0032 "undirected"
"express" "parents" 0.2473 "undirected"
"express" "administrator" 0.0132 "undirected"
"express" "android" 0.0409 "undirected"
"express" "mortgage" 0.0105 "undirected"
"express" "equifax" 0.0440 "undirected"
"express" "computers" 0.3624 "undirected"
"express" "internet" 0.0210 "undirected"
"express" "student" 0.0251 "undirected"
"eye" "wallet" 0.0427 "undirected"
"eye" "color" 0.3418 "undirected"
"eye" "purchasing" 0.0005 "undirected"
"eye" "loan" 0.0021 "undirected"
"eye" "schools" 0.0002 "undirected"
"eye" "attached" 0.0151 "undirected"
"eye" "apple" 0.1309 "undirected"
"eye" "term" 0.1117 "undirected"
"eye" "secret" 0.0337 "undirected"
"eye" "display" 0.0074 "undirected"
"eye" "male" 0.0589 "undirected"
"eye" "middle" 0.0802 "undirected"
"eye" "online" 0.1598 "undirected"
"eye" "price" 0.0002 "undirected"
"eye" "balance" 0.0365 "undirected"
"eye" "profile" 0.0782 "undirected"
"eye" "public" 0.0631 "undirected"
"eye" "bill" 0.2514 "undirected"
"eye" "photo" 0.0530 "undirected"
"eye" "linkedin" 0.0349 "undirected"
"eye" "ipad" 0.1225 "undirected"
"eye" "flag" 0.0183 "undirected"
"eye" "date" 0.0213 "undirected"
"eye" "country" 0.0139 "undirected"
"eye" "identifier" 0.0029 "undirected"
"eye" "measurements" 0.4261 "undirected"
"eye" "express" 0.0393 "undirected"
"eye" "amazon" 0.0047 "undirected"
"eye" "visa" 0.0783 "undirected"
"eye" "female" 0.0635 "undirected"
"eye" "debit" 0.0104 "undirected"
"eye" "group" 0.0676 "undirected"
"eye" "digits" 0.0057 "undirected"
"eye" "history" 0.1336 "undirected"
"eye" "settings" 0.1490 "undirected"
"eye" "application" 0.0073 "undirected"
"eye" "design" 0.0814 "undirected"
"eye" "college" 0.0188 "undirected"
"eye" "mothers" 0.7030 "undirected"
"eye" "series" 0.1304 "undirected"
"eye" "sign" 0.0531 "undirected"
"eye" "pay" 0.0235 "undirected"
"eye" "proof" 0.2081 "undirected"
"eye" "corporation" 0.0562 "undirected"
"eye" "user" 0.0057 "undirected"
"eye" "store" 0.0227 "undirected"
"eye" "device" 0.0039 "undirected"
"eye" "ship" 0.0313 "undirected"
"eye" "shopping" 0.0525 "undirected"
"eye" "rank" 0.0191 "undirected"
"eye" "samsung" 0.0026 "undirected"
"eye" "sales" 0.0025 "undirected"
"eye" "banking" 0.0653 "undirected"
"eye" "source" 0.0327 "undirected"
"eye" "computers" 0.0740 "undirected"
"eye" "identity" 0.0210 "undirected"
"facebook" "access" 0.0273 "undirected"
"facebook" "customers" 0.0840 "undirected"
"facebook" "mobile" 0.0204 "undirected"
"facebook" "google" 0.4820 "undirected"
"facebook" "controls" 0.5345 "undirected"
"facebook" "laptop" 0.3370 "undirected"
"facebook" "color" 0.4362 "undirected"
"facebook" "boarding" 0.0339 "undirected"
"facebook" "schools" 0.0117 "undirected"
"facebook" "ebay" 0.0150 "undirected"
"facebook" "term" 0.0500 "undirected"
"facebook" "display" 0.1154 "undirected"
"facebook" "residential" 0.0043 "undirected"
"facebook" "address" 0.0369 "undirected"
"facebook" "web" 0.2836 "undirected"
"facebook" "online" 0.1437 "undirected"
"facebook" "telephone" 0.0049 "undirected"
"facebook" "profile" 0.8911 "undirected"
"facebook" "public" 0.1029 "undirected"
"facebook" "photo" 0.1897 "undirected"
"facebook" "vendor" 0.0101 "undirected"
"facebook" "linkedin" 0.4915 "undirected"
"facebook" "phone" 0.0530 "undirected"
"facebook" "street" 0.0069 "undirected"
"facebook" "date" 0.1611 "undirected"
"facebook" "login" 0.1471 "undirected"
"facebook" "connection" 0.2030 "undirected"
"facebook" "compromised" 0.0886 "undirected"
"facebook" "amazon" 0.2620 "undirected"
"facebook" "female" 0.0314 "undirected"
"facebook" "birth" 0.1578 "undirected"
"facebook" "media" 0.1348 "undirected"
"facebook" "group" 0.1175 "undirected"
"facebook" "settings" 0.0192 "undirected"
"facebook" "certification" 0.1472 "undirected"
"facebook" "college" 0.0320 "undirected"
"facebook" "site" 0.1088 "undirected"
"facebook" "business" 0.0836 "undirected"
"facebook" "corporation" 0.0115 "undirected"
"facebook" "children" 0.0764 "undirected"
"facebook" "user" 0.8111 "undirected"
"facebook" "accounts" 0.0813 "undirected"
"facebook" "locator" 0.0852 "undirected"
"facebook" "social" 0.1656 "undirected"
"facebook" "website" 0.2002 "undirected"
"facebook" "email" 0.1440 "undirected"
"facebook" "samsung" 0.0014 "undirected"
"facebook" "photograph" 0.5645 "undirected"
"facebook" "registration" 0.0100 "undirected"
"facebook" "network" 0.2365 "undirected"
"facebook" "unique" 0.1241 "undirected"
"facebook" "twitter" 0.2254 "undirected"
"facebook" "personal" 0.2623 "undirected"
"facebook" "computers" 0.0165 "undirected"
"facebook" "internet" 0.1725 "undirected"
"facebook" "identity" 0.0256 "undirected"
"facebook" "passwords" 0.1715 "undirected"
"facility" "employee" 0.3916 "undirected"
"facility" "price" 0.0438 "undirected"
"facility" "balance" 0.0614 "undirected"
"facility" "established" 0.0775 "undirected"
"facility" "bill" 0.1107 "undirected"
"facility" "qualifier" 0.2363 "undirected"
"facility" "vendor" 0.4082 "undirected"
"facility" "publish" 0.3206 "undirected"
"facility" "assigned" 0.0082 "undirected"
"facility" "flag" 0.1550 "undirected"
"facility" "connection" 0.0298 "undirected"
"facility" "identifier" 0.0065 "undirected"
"facility" "health" 0.4788 "undirected"
"facility" "compromised" 0.0509 "undirected"
"facility" "female" 0.0283 "undirected"
"facility" "media" 0.0337 "undirected"
"facility" "medical" 0.4544 "undirected"
"facility" "digits" 0.0568 "undirected"
"facility" "history" 0.0030 "undirected"
"facility" "settings" 0.0880 "undirected"
"facility" "series" 0.0535 "undirected"
"facility" "ssn" 0.0210 "undirected"
"facility" "children" 0.0337 "undirected"
"facility" "locator" 0.0314 "undirected"
"facility" "occupations" 0.2398 "undirected"
"facility" "samsung" 0.0227 "undirected"
"facility" "parents" 0.0178 "undirected"
"facility" "network" 0.0611 "undirected"
"facility" "insurer" 0.0269 "undirected"
"facility" "personal" 0.1505 "undirected"
"facility" "employer" 0.0118 "undirected"
"federal" "directors" 0.0494 "undirected"
"federal" "customers" 0.0420 "undirected"
"federal" "stop" 0.0261 "undirected"
"federal" "american" 0.1239 "undirected"
"federal" "transportation" 0.3255 "undirected"
"federal" "travel" 0.2107 "undirected"
"federal" "license" 0.1181 "undirected"
"federal" "id" 0.0627 "undirected"
"federal" "w2" 0.1452 "undirected"
"federal" "st" 0.3422 "undirected"
"federal" "operating" 0.0050 "undirected"
"federal" "apple" 0.0239 "undirected"
"federal" "ebay" 0.1039 "undirected"
"federal" "term" 0.1180 "undirected"
"federal" "mail" 0.1361 "undirected"
"federal" "number" 0.0014 "undirected"
"federal" "postal" 0.0071 "undirected"
"federal" "employee" 0.0110 "undirected"
"federal" "price" 0.0193 "undirected"
"federal" "prescription" 0.0040 "undirected"
"federal" "telephone" 0.0220 "undirected"
"federal" "code" 0.0147 "undirected"
"federal" "bill" 0.0138 "undirected"
"federal" "photo" 0.0350 "undirected"
"federal" "assistance" 0.0194 "undirected"
"federal" "publish" 0.0937 "undirected"
"federal" "assigned" 0.0594 "undirected"
"federal" "attorney" 0.1332 "undirected"
"federal" "date" 0.0465 "undirected"
"federal" "identifier" 0.0731 "undirected"
"federal" "health" 0.0120 "undirected"
"federal" "express" 0.1478 "undirected"
"federal" "visa" 0.0426 "undirected"
"federal" "birth" 0.0631 "undirected"
"federal" "certification" 0.0071 "undirected"
"federal" "passport" 0.0642 "undirected"
"federal" "agency" 0.0154 "undirected"
"federal" "application" 0.0068 "undirected"
"federal" "level" 0.0870 "undirected"
"federal" "college" 0.0132 "undirected"
"federal" "tax" 0.0880 "undirected"
"federal" "sign" 0.0558 "undirected"
"federal" "name" 0.0125 "undirected"
"federal" "pay" 0.0731 "undirected"
"federal" "business" 0.0311 "undirected"
"federal" "speed" 0.0015 "undirected"
"federal" "secure" 0.0243 "undirected"
"federal" "device" 0.0118 "undirected"
"federal" "occupations" 0.1235 "undirected"
"federal" "medicare" 0.0216 "undirected"
"federal" "rank" 0.1244 "undirected"
"federal" "utility" 0.0281 "undirected"
"federal" "rating" 0.0388 "undirected"
"federal" "samsung" 0.0408 "undirected"
"federal" "refund" 0.0625 "undirected"
"federal" "sales" 0.0481 "undirected"
"federal" "administrator" 0.0830 "undirected"
"federal" "mortgage" 0.1705 "undirected"
"federal" "source" 0.0151 "undirected"
"federal" "identity" 0.2534 "undirected"
"federal" "student" 0.2671 "undirected"
"female" "medical" 0.0460 "undirected"
"female" "sign" 0.0259 "undirected"
"female" "proof" 0.1441 "undirected"
"female" "device" 0.0005 "undirected"
"female" "ship" 0.0372 "undirected"
"female" "shopping" 0.0866 "undirected"
"female" "utility" 0.0043 "undirected"
"female" "website" 0.0153 "undirected"
"female" "email" 0.0933 "undirected"
"female" "photograph" 0.0132 "undirected"
"female" "administrator" 0.0308 "undirected"
"female" "registration" 0.3227 "undirected"
"female" "insurer" 0.0059 "undirected"
"female" "twitter" 0.0100 "undirected"
"female" "computers" 0.0207 "undirected"
"flag" "connection" 0.0166 "undirected"
"flag" "health" 0.2400 "undirected"
"flag" "compromised" 0.0492 "undirected"
"flag" "express" 0.4253 "undirected"
"flag" "media" 0.4452 "undirected"
"flag" "medical" 0.2675 "undirected"
"flag" "digits" 0.4985 "undirected"
"flag" "history" 0.0405 "undirected"
"flag" "settings" 0.0230 "undirected"
"flag" "application" 0.0124 "undirected"
"flag" "design" 0.1472 "undirected"
"flag" "level" 0.0975 "undirected"
"flag" "mothers" 0.1140 "undirected"
"flag" "series" 0.1021 "undirected"
"flag" "ssn" 0.1854 "undirected"
"flag" "tax" 0.0850 "undirected"
"flag" "sign" 0.0342 "undirected"
"flag" "site" 0.1129 "undirected"
"flag" "children" 0.4706 "undirected"
"flag" "user" 0.0231 "undirected"
"flag" "device" 0.0092 "undirected"
"flag" "ship" 0.3462 "undirected"
"flag" "social" 0.0112 "undirected"
"flag" "email" 0.0088 "undirected"
"flag" "parents" 0.4026 "undirected"
"flag" "refund" 0.2040 "undirected"
"flag" "administrator" 0.0093 "undirected"
"flag" "network" 0.1719 "undirected"
"flag" "android" 0.0075 "undirected"
"flag" "institution" 0.2000 "undirected"
"flag" "personal" 0.0027 "undirected"
"flag" "computers" 0.1535 "undirected"
"flag" "internet" 0.0214 "undirected"
"flag" "student" 0.0215 "undirected"
"google" "controls" 0.2887 "undirected"
"google" "laptop" 0.1735 "undirected"
"google" "eye" 0.2007 "undirected"
"google" "color" 0.1410 "undirected"
"google" "purchasing" 0.0086 "undirected"
"google" "operating" 0.0522 "undirected"
"google" "apple" 0.0802 "undirected"
"google" "term" 0.1343 "undirected"
"google" "display" 0.0808 "undirected"
"google" "web" 0.2073 "undirected"
"google" "doctors" 0.0067 "undirected"
"google" "online" 0.5497 "undirected"
"google" "profile" 0.6210 "undirected"
"google" "public" 0.2373 "undirected"
"google" "photo" 0.0513 "undirected"
"google" "qualifier" 0.3708 "undirected"
"google" "linkedin" 0.5062 "undirected"
"google" "date" 0.0560 "undirected"
"google" "login" 0.1027 "undirected"
"google" "connection" 0.0911 "undirected"
"google" "measurements" 0.0261 "undirected"
"google" "health" 0.0153 "undirected"
"google" "amazon" 0.1720 "undirected"
"google" "birth" 0.0293 "undirected"
"google" "media" 0.1492 "undirected"
"google" "medical" 0.0194 "undirected"
"google" "group" 0.0789 "undirected"
"google" "settings" 0.0515 "undirected"
"google" "level" 0.0027 "undirected"
"google" "college" 0.0745 "undirected"
"google" "mothers" 0.0206 "undirected"
"google" "sign" 0.1561 "undirected"
"google" "name" 0.0499 "undirected"
"google" "pay" 0.1098 "undirected"
"google" "site" 0.0140 "undirected"
"google" "business" 0.0242 "undirected"
"google" "corporation" 0.0566 "undirected"
"google" "user" 0.4692 "undirected"
"google" "accounts" 0.0441 "undirected"
"google" "rank" 0.2530 "undirected"
"google" "social" 0.1002 "undirected"
"google" "website" 0.1187 "undirected"
"google" "email" 0.0461 "undirected"
"google" "samsung" 0.6055 "undirected"
"google" "photograph" 0.1700 "undirected"
"google" "registration" 0.0425 "undirected"
"google" "network" 0.2171 "undirected"
"google" "service" 0.0899 "undirected"
"google" "unique" 0.0460 "undirected"
"google" "android" 0.1998 "undirected"
"google" "insurer" 0.0037 "undirected"
"google" "twitter" 0.1882 "undirected"
"google" "personal" 0.0532 "undirected"
"google" "internet" 0.6825 "undirected"
"google" "passwords" 0.1224 "undirected"
"group" "digits" 0.0010 "undirected"
"group" "design" 0.0385 "undirected"
"group" "sign" 0.0668 "undirected"
"group" "proof" 0.6434 "undirected"
"group" "children" 0.0066 "undirected"
"group" "user" 0.3152 "undirected"
"group" "accounts" 0.1690 "undirected"
