source,target,weight,type
ssn,twitter,0.0084,undirected
ssn,bureau,0.0957,undirected
ssn,children,0.0231,undirected
ssn,transactions,0.0202,undirected
ssn,phone,0.0238,undirected
ssn,store,0.0582,undirected
ssn,internet,0.0231,undirected
ssn,identity,0.2781,undirected
ssn,secure security,0.0815,undirected
ssn,street,0.3631,undirected
ssn,credit,0.0374,undirected
ssn,locator location,0.2148,undirected
ssn,date,0.0729,undirected
ssn,employer,0.3107,undirected
ssn,st,0.1726,undirected
ssn,schools,0.1078,undirected
st,apple,0.0113,undirected
st,secret,0.0336,undirected
store,license,0.1286,undirected
store,eye,0.0715,undirected
store,ipad,0.4233,undirected
store,secure security,0.0571,undirected
store,street,0.0057,undirected
store,purchasing purchase,0.2727,undirected
store,accounts account,0.0972,undirected
store,locator location,0.0251,undirected
store,device devices,0.0587,undirected
store,employer,0.0627,undirected
store,st,0.3656,undirected
store,apple,0.4446,undirected
store,transunion,0.0634,undirected
street,loan,0.0239,undirected
street,date,0.2339,undirected
street,st,0.3276,undirected
system,website,0.0332,undirected
system,card cards,0.0006,undirected
system,driving,0.0018,undirected
system,media,0.0018,undirected
system,parents,0.0086,undirected
system,sales,0.0049,undirected
system,settings,0.0139,undirected
system,wii,0.0173,undirected
system,employee employees,0.0011,undirected
system,facebook,0.0033,undirected
system,service,0.0173,undirected
system,android,0.0053,undirected
system,equifax,0.0005,undirected
system,type,0.2038,undirected
system,twitter,0.0435,undirected
system,children,0.0067,undirected
system,laptop,0.0086,undirected
system,user,0.0197,undirected
system,secure security,0.0033,undirected
system,id,0.3369,undirected
system,device devices,0.0185,undirected
system,passwords password,0.0471,undirected
system,transunion,0.0005,undirected
tax,sign,0.2887,undirected
tax,photo,0.0166,undirected
tax,type,0.1699,undirected
tax,american,0.0245,undirected
tax,business,0.0314,undirected
tax,corporation,0.0054,undirected
tax,identity,0.0617,undirected
tax,attorney,0.0298,undirected
tax,id,0.1222,undirected
tax,schools,0.0188,undirected
tax,term,0.1201,undirected
transactions,store,0.0751,undirected
transactions,license,0.0379,undirected
transactions,attorney,0.0378,undirected
transactions,purchasing purchase,0.3051,undirected
transactions,accounts account,0.5225,undirected
transactions,id,0.0105,undirected
transactions,locator location,0.0284,undirected
transactions,device devices,0.0455,undirected
transactions,loan,0.0465,undirected
transactions,employer,0.1842,undirected
transactions,transunion,0.0795,undirected
twitter,source,0.0185,undirected
twitter,site,0.2198,undirected
twitter,linkedin,0.1917,undirected
twitter,children,0.0044,undirected
twitter,phone,0.0876,undirected
twitter,computers,0.1212,undirected
twitter,user,0.5296,undirected
twitter,internet,0.0472,undirected
twitter,street,0.0265,undirected
twitter,accounts account,0.1081,undirected
twitter,loan,0.0029,undirected
twitter,schools,0.2518,undirected
twitter,passwords password,0.8866,undirected
twitter,ebay,0.239,undirected
type,twitter,0.0011,undirected
type,assistance,0.3447,undirected
type,bureau,0.1588,undirected
type,american,0.0803,undirected
type,linkedin,0.0559,undirected
type,business,0.2835,undirected
type,ipad,0.0327,undirected
type,accounts account,0.0015,undirected
type,id,0.0876,undirected
type,loan,0.4447,undirected
type,employer,0.3059,undirected
type,transunion,0.0623,undirected
type,secret,0.0404,undirected
user,internet,0.4247,undirected
user,purchasing purchase,0.0489,undirected
user,accounts account,0.1033,undirected
user,passwords password,0.5092,undirected
user,apple,0.0542,undirected
user,ebay,0.0863,undirected
user,term,0.0195,undirected
user,secret,0.0095,undirected
utility,rating,0.1606,undirected
utility,email,0.0759,undirected
utility,postal,0.046,undirected
utility,sales,0.0102,undirected
utility,score,0.0408,undirected
utility,agency,0.3856,undirected
utility,application,0.2091,undirected
utility,employee employees,0.2963,undirected
utility,network,0.2667,undirected
utility,service,0.2669,undirected
utility,federal,0.2357,undirected
utility,customers customer,0.1444,undirected
utility,equifax,0.0279,undirected
utility,photo,0.0054,undirected
utility,type,0.1914,undirected
utility,twitter,0.0018,undirected
utility,linkedin,0.1075,undirected
utility,credit,0.1233,undirected
utility,id,0.1165,undirected
utility,employer,0.0803,undirected
utility,transunion,0.0279,undirected
utility,term,0.2666,undirected
visa,driving,0.0222,undirected
visa,online,0.1813,undirected
visa,wii,0.0304,undirected
visa,score,0.1569,undirected
visa,mortgage,0.1427,undirected
visa,customers customer,0.1436,undirected
visa,equifax,0.0871,undirected
visa,banking bank,0.0297,undirected
visa,sign,0.0182,undirected
visa,type,0.0624,undirected
visa,bureau,0.152,undirected
visa,source,0.0353,undirected
visa,american,0.1776,undirected
visa,site,0.0898,undirected
visa,transactions,0.1598,undirected
visa,phone,0.077,undirected
visa,store,0.029,undirected
visa,eye,0.0618,undirected
visa,purchasing purchase,0.5135,undirected
visa,accounts account,0.0289,undirected
visa,credit,0.0445,undirected
visa,device devices,0.056,undirected
visa,loan,0.2307,undirected
visa,date,0.0481,undirected
visa,employer,0.0775,undirected
visa,st,0.0936,undirected
visa,schools,0.0309,undirected
visa,transunion,0.0871,undirected
visa,ebay,0.134,undirected
website,card cards,0.1836,undirected
website,email,0.13,undirected
website,media,0.4516,undirected
website,address addresses,0.2111,undirected
website,settings,0.0299,undirected
website,certification certificate,0.0363,undirected
website,passport,0.0078,undirected
website,score,0.0342,undirected
website,facebook,0.2612,undirected
website,college,0.0213,undirected
website,network,0.0241,undirected
website,service,0.1037,undirected
website,equifax,0.0264,undirected
website,banking bank,0.0088,undirected
website,google,0.2307,undirected
website,type,0.0767,undirected
website,twitter,0.6805,undirected
website,site,0.0755,undirected
website,linkedin,0.0572,undirected
website,corporation,0.0379,undirected
website,computers,0.0498,undirected
website,user,0.3405,undirected
website,internet,0.0387,undirected
website,ipad,0.0842,undirected
website,accounts account,0.0991,undirected
website,device devices,0.0961,undirected
website,schools,0.0867,undirected
website,passwords password,0.6605,undirected
website,transunion,0.0264,undirected
website,ebay,0.111,undirected
website,term,0.0808,undirected
wii,android,0.6796,undirected
wii,twitter,0.0101,undirected
wii,laptop,0.6054,undirected
wii,phone,0.119,undirected
wii,computers,0.4775,undirected
wii,store,0.0224,undirected
wii,purchasing purchase,0.0239,undirected
wii,device devices,0.5934,undirected
wii,st,0.0511,undirected
